abejoti 6 ab-ej-o-ti abejoti; vksm. bendr.
nesitikint 2 ne-si-tik-int nesitikėti; vksm. pad. es. l. sngr.
neskaitant 1 ne-skait-ant neskaityti; vksm. pad. es. l.
neskubant 1 ne-skub-ant neskubėti; vksm. pad. es. l.
nespėjus 2 ne-spėj-us nespėti; vksm. pad. būt. k. l.
nesugebant 1 ne-su-geb-ant nesugebėti; vksm. pad. es. l.
nesugriovus 1 ne-su-griov-us nesugriauti; vksm. pad. būt. k. l.
nesulaukus 1 ne-su-lauk-us nesulaukti; vksm. pad. būt. k. l.
nesumažinus 1 ne-su-maž-in-us nesumažinti; vksm. pad. būt. k. l.
nesumokėjus 1 ne-su-mok-ėj-us nesumokėti; vksm. pad. būt. k. l.
nesuplanavus 1 ne-su-plan-av-us nesuplanuoti; vksm. pad. būt. k. l.
nesurinkus 1 ne-su-rink-us nesurinkti; vksm. pad. būt. k. l.
946
nesusipažinus 1 ne-su-si-paž-in-us nesusipažinti; vksm. pad. būt. k. l. sngr.
nesusitarus 1 ne-su-si-tar-us nesusitarti; vksm. pad. būt. k. l. sngr.
nesuspėjus 1 ne-su-spėj-us nesuspėti; vksm. pad. būt. k. l.
nesušlapus 1 ne-su-šlap-us nesušlapti; vksm. pad. būt. k. l.
nesutarus 1 ne-su-tar-us nesutarti; vksm. pad. būt. k. l.
nesužinojus 1 ne-su-žin-oj-us nesužinoti; vksm. pad. būt. k. l.
nesvarstant 1 ne-svar-st-ant nesvarstyti; vksm. pad. es. l.
nešant 1 neš-ant nešti; vksm. pad. es. l.
nešvaistant 1 ne-švaist-ant nešvaistyti; vksm. pad. es. l.
netekus 1 ne-tek-us netekti; vksm. pad. būt. k. l.
neturint 11 ne-tur-int neturėti; vksm. pad. es. l.
neužmirštant 2 ne-už-miršt-ant neužmiršti; vksm. pad. es. l.
neužsiėmus 2 ne-už-si-ėm-us neužsiimti; vksm. pad. būt. k. l. sngr.
neužsiimant 1 ne-už-si-im-ant neužsiimti; vksm. pad. es. l. sngr.
neviršijant 1 ne-virš-ij-ant neviršyti; vksm. pad. es. l.
nežinant 3 ne-žin-ant nežinoti; vksm. pad. es. l.
nežydus 1 ne-žyd-us nežysti; vksm. pad. būt. k. l.
norint 50 nor-int norėti; vksm. pad. es. l.
nudegus 1 nu-deg-us nudegti; vksm. pad. būt. k. l.
nuėmus 2 nu-ėm-us nuimti; vksm. pad. būt. k. l.
nugalint 1 nu-gal-int nugalėti; vksm. pad. es. l.
nugrimztant 1 nu-grimzt-ant nugrimzti; vksm. pad. es. l.
nujaučiant 1 nu-jauč-iant nujausti; vksm. pad. es. l.
nukėlus 1 nu-kėl-us nukelti; vksm. pad. būt. k. l.
nukritus 3 nu-krit-us nukristi; vksm. pad. būt. k. l.
nuleidus 1 nu-leid-us nuleisti; vksm. pad. būt. k. l.
numačius 1 nu-mač-ius numatyti; vksm. pad. būt. k. l.
numalšinus 1 nu-malš-in-us numalšinti; vksm. pad. būt. k. l.
numatant 3 nu-mat-ant numatyti; vksm. pad. es. l.
nunešus 1 nu-neš-us nunešti; vksm. pad. būt. k. l.
nuomojantis 2 nuom-oj-ant-is nuomoti; vksm. pad. es. l. sngr.
nupoliravus 2 nu-polir-av-us nupoliruoti; vksm. pad. būt. k. l.
nuprotėjus 3 nu-prot-ėj-us nuprotėti; vksm. pad. būt. k. l.
nupurškus 1 nu-puršk-us nupurkšti; vksm. pad. būt. k. l.
nurodant 7 nu-rod-ant nurodyti; vksm. pad. es. l.
nusausinus 1 nu-saus-in-us nusausinti; vksm. pad. būt. k. l.
nusidėjus 1 nu-si-dėj-us nusidėti; vksm. pad. būt. k. l. sngr.
nusileidus 1 nu-si-leid-us nusileisti; vksm. pad. būt. k. l. sngr.
nusiminus 2 nu-si-min-us nusiminti; vksm. pad. būt. k. l.; vksm. pad. būt. k. l. sngr.
nusipirkus 1 nu-si-pirk-us nusipirkti; vksm. pad. būt. k. l. sngr.
nusistovėjus 1 nu-si-stov-ėj-us nusistovėti; vksm. pad. būt. k. l. sngr.
nusišypsant 1 nu-si-šyp-s-ant nusišypsoti; vksm. pad. es. l. sngr.
947
nusišypsojus 1 nu-si-šyp-s-oj-us nusišypsoti; vksm. pad. būt. k. l. sngr.
nuskubėjus 1 nu-skub-ėj-us nuskubėti; vksm. pad. būt. k. l.
nuslinkus 1 nu-slink-us nuslinkti; vksm. pad. būt. k. l.
nusprendus 3 nu-sprend-us nuspręsti; vksm. pad. būt. k. l.
nusprendžiant 1 nu-sprendž-iant nuspręsti; vksm. pad. es. l.
nustačius 7 nu-stač-ius nustatyti; vksm. pad. būt. k. l.
nustatant 11 nu-stat-ant nustatyti; vksm. pad. es. l.
nustebus 2 nu-steb-us nustebti; vksm. pad. būt. k. l.
nuščiuvus 1 nu-ščiuv-us nuščiūti; vksm. pad. būt. k. l.
nušliaužus 3 nu-šliauž-us nušliaužti; vksm. pad. būt. k. l.
nutarus 1 nu-tar-us nutarti; vksm. pad. būt. k. l.
nutekinus 1 nu-tek-in-us nutekinti; vksm. pad. būt. k. l.
nutolus 1 nu-tol-us nutolti; vksm. pad. būt. k. l.
nutrūkus 1 nu-trūk-us nutrūkti; vksm. pad. būt. k. l.
okupavus 2 okup-av-us okupuoti; vksm. pad. būt. k. l.
operuojant 1 oper-uoj-ant operuoti; vksm. pad. es. l.
optimizuojant 1 optim-iz-uoj-ant optimizuoti; vksm. pad. es. l.
organizavus 1 organiz-av-us organizuoti; vksm. pad. būt. k. l.
organizuojant 5 organiz-uoj-ant organizuoti; vksm. pad. es. l.
orientuojantis 3 orient-uoj-ant-is orientuoti; vksm. pad. es. l. sngr.
paaikčiojus 1 pa-aik-čioj-us paaikčioti; vksm. pad. būt. k. l.
paaiškėjus 1 pa-aišk-ėj-us paaiškėti; vksm. pad. būt. k. l.
paaštrėjus 1 pa-aštr-ėj-us paaštrėti; vksm. pad. būt. k. l.
pabaigus 2 pa-baig-us pabaigti; vksm. pad. būt. k. l.
pabendravus 1 pa-bendr-av-us pabendrauti; vksm. pad. būt. k. l.
pabrangus 1 pa-brang-us pabrangti; vksm. pad. būt. k. l.
pabrėžiant 1 pa-brėž-iant pabrėžti; vksm. pad. es. l.
pabučiuojant 1 pa-buč-iuoj-ant pabučiuoti; vksm. pad. es. l.
pabuvus 1 pa-buv-us pabūti; vksm. pad. būt. k. l.
padarant 1 pa-dar-ant padaryti; vksm. pad. es. l.
padarius 7 pa-dar-ius padaryti; vksm. pad. būt. k. l.
padavus 1 pa-dav-us paduoti; vksm. pad. būt. k. l.
padedant 7 pa-ded-ant padėti; vksm. pad. es. l.
padėjus 1 pa-dėj-us padėti; vksm. pad. būt. k. l.
padidėjus 5 pa-did-ėj-us padidėti; vksm. pad. būt. k. l.
padovanojus 1 pa-dov-an-oj-us padovanoti; vksm. pad. būt. k. l.
padvigubėjus 1 pa-dv-i-gub-ėj-us padvigubėti; vksm. pad. būt. k. l.
pagalvojus 7 pa-galv-oj-us pagalvoti; vksm. pad. būt. k. l.
pagaminus 1 pa-gam-in-us pagaminti; vksm. pad. būt. k. l.
pagausėjus 1 pa-gaus-ėj-us pagausėti; vksm. pad. būt. k. l.
pageidaujant 1 pa-geid-auj-ant pageidauti; vksm. pad. es. l.
pagerinus 1 pa-ger-in-us pagerinti; vksm. pad. būt. k. l.
948
pagimdžius 1 pa-gim-dž-ius pagimdyti; vksm. pad. būt. k. l.
pailsėjus 1 pa-ils-ėj-us pailsėti; vksm. pad. būt. k. l.
paisant 1 pais-ant paisyti; vksm. pad. es. l.
pajudėjus 1 pa-jud-ėj-us pajudėti; vksm. pad. būt. k. l.
pajutus 2 pa-jut-us pajusti; vksm. pad. būt. k. l.
pakeičiant 3 pa-keič-iant pakeisti; vksm. pad. es. l.
pakeitus 7 pa-keit-us pakeisti; vksm. pad. būt. k. l.
pakėlus 2 pa-kėl-us pakelti; vksm. pad. būt. k. l.
pakilus 2 pa-kil-us pakilti; vksm. pad. būt. k. l.
pakitus 1 pa-kit-us pakisti; vksm. pad. būt. k. l.
paklausus 2 pa-klaus-us paklausti; vksm. pad. būt. k. l.
pakreipus 1 pa-kreip-us pakreipti; vksm. pad. būt. k. l.
palaikant 3 pa-laik-ant palaikyti; vksm. pad. es. l.
paleidus 4 pa-leid-us paleisti; vksm. pad. būt. k. l.
paliekant 4 pa-liek-ant palikti; vksm. pad. es. l.
palikus 3 pa-lik-us palikti; vksm. pad. būt. k. l.
palindus 1 pa-lind-us palįsti; vksm. pad. būt. k. l.
palyginus 10 pa-lyg-in-us palyginti; vksm. pad. būt. k. l.
palpuojant 1 palp-uoj-ant palpuoti; vksm. pad. es. l.
pamatavus 1 pa-mat-av-us pamatuoti; vksm. pad. būt. k. l.
pamėginus 1 pa-mėg-in-us pamėginti; vksm. pad. būt. k. l.
pametant 1 pa-met-ant pamesti; vksm. pad. es. l.
panagrinėjus 1 pa-nagr-inėj-us panagrinėti; vksm. pad. būt. k. l.
panaikinant 1 pa-naik-in-ant panaikinti; vksm. pad. es. l.
panaikinus 1 pa-naik-in-us panaikinti; vksm. pad. būt. k. l.
panaudojant 8 pa-naud-oj-ant panaudoti; vksm. pad. es. l.
panaudojus 1 pa-naud-oj-us panaudoti; vksm. pad. būt. k. l.
paneigus 1 pa-neig-us paneigti; vksm. pad. būt. k. l.
parašant 1 pa-raš-ant parašyti; vksm. pad. es. l.
parašius 1 pa-raš-ius parašyti; vksm. pad. būt. k. l.
paraudus 1 pa-raud-us parausti; vksm. pad. būt. k. l.
pardavus 2 par-dav-us parduoti; vksm. pad. būt. k. l.
parduodant 3 par-duod-ant parduoti; vksm. pad. es. l.
parėmus 1 pa-rėm-us paremti; vksm. pad. būt. k. l.
parengus 1 pa-reng-us parengti; vksm. pad. būt. k. l.
parenkant 11 pa-renk-ant parinkti; vksm. pad. es. l.
parinkus 1 pa-rink-us parinkti; vksm. pad. būt. k. l.
parodant 1 pa-rod-ant parodyti; vksm. pad. es. l.
parskrendant 1 par-skrend-ant parskristi; vksm. pad. es. l.
paruošiant 3 pa-ruoš-iant paruošti; vksm. pad. es. l.; vksm. pad. būs. l.
paruošus 1 pa-ruoš-us paruošti; vksm. pad. būt. k. l.
parvežus 1 par-vež-us parvežti; vksm. pad. būt. k. l.
949
pasakius 5 pa-sak-ius pasakyti; vksm. pad. būt. k. l.
pasėjus 1 pa-sėj-us pasėti; vksm. pad. būt. k. l.
pasibaigus 11 pa-si-baig-us pasibaigti; vksm. pad. būt. k. l. sngr.
pasidairius 1 pa-si-dair-ius pasidairyti; vksm. pad. būt. k. l. sngr.
pasidarius 3 pa-si-dar-ius pasidaryti; vksm. pad. būt. k. l. sngr.
pasidažius 1 pa-si-daž-ius pasidažyti; vksm. pad. būt. k. l. sngr.
pasidomėjus 1 pa-si-dom-ėj-us pasidomėti; vksm. pad. būt. k. l. sngr.
pasiduodant 1 pa-si-duod-ant pasiduoti; vksm. pad. es. l. sngr.
pasiekus 1 pa-siek-us pasiekti; vksm. pad. būt. k. l.
pasiėmus 2 pa-si-ėm-us pasiimti; vksm. pad. būt. k. l. sngr.
pasigavus 1 pa-si-gav-us pasigauti; vksm. pad. būt. k. l. sngr.
pasigirdus 1 pa-si-gird-us pasigirsti; vksm. pad. būt. k. l. sngr.
pasigirstant 1 pa-si-girst-ant pasigirsti; vksm. pad. es. l. sngr.
pasikankinus 1 pa-si-kank-in-us pasikankinti; vksm. pad. būt. k. l. sngr.
pasikartojus 1 pa-si-kart-oj-us pasikartoti; vksm. pad. būt. k. l. sngr.
pasikeičiant 1 pa-si-keič-iant pasikeisti; vksm. pad. es. l. sngr.
pasikeitus 9 pa-si-keit-us pasikeisti; vksm. pad. būt. k. l. sngr.
pasikišus 1 pa-si-kiš-us pasikišti; vksm. pad. būt. k. l. sngr.
pasinaudojant 1 pa-si-naud-oj-ant pasinaudoti; vksm. pad. es. l. sngr.
pasinaudojus 1 pa-si-naud-oj-us pasinaudoti; vksm. pad. būt. k. l. sngr.
pasinėrus 2 pa-si-nėr-us pasinerti; vksm. pad. būt. k. l. sngr.
pasirašius 1 pa-si-raš-ius pasirašyti; vksm. pad. būt. k. l. sngr.
pasirenkant 3 pa-si-renk-ant pasirinkti; vksm. pad. es. l. sngr.
pasirinkus 4 pa-si-rink-us pasirinkti; vksm. pad. būt. k. l. sngr.
pasiryžus 1 pa-si-ryž-us pasiryžti; vksm. pad. būt. k. l. sngr.
pasirodant 3 pa-si-rod-ant pasirodyti; vksm. pad. es. l. sngr.
pasirodžius 4 pa-si-rodž-ius pasirodyti; vksm. pad. būt. k. l. sngr.
pasisavinant 1 pa-si-sav-in-ant pasisavinti; vksm. pad. es. l. sngr.
pasisekus 1 pa-si-sek-us pasisekti; vksm. pad. būt. k. l. sngr.
pasiskirsčius 2 pa-si-skir-sč-ius pasiskirstyti; vksm. pad. būt. k. l. sngr.
pasislėpus 1 pa-si-slėp-us pasislėpti; vksm. pad. būt. k. l. sngr.
pasistačius 1 pa-si-stač-ius pasistatyti; vksm. pad. būt. k. l. sngr.
pasisveikinant 1 pa-si-sveik-in-ant pasisveikinti; vksm. pad. es. l. sngr.
pasišvenčiant 1 pa-si-švenč-iant pasišvęsti; vksm. pad. es. l. sngr.
pasitaikius 2 pa-si-taik-ius pasitaikyti; vksm. pad. būt. k. l. sngr.
pasiteiravus 1 pa-si-teir-av-us pasiteirauti; vksm. pad. būt. k. l. sngr.
pasitelkiant 6 pa-si-telk-iant pasitelkti; vksm. pad. es. l. sngr.
pasitelkus 4 pa-si-telk-us pasitelkti; vksm. pad. būt. k. l. sngr.
pasitinkant 1 pa-si-tink-ant pasitikti; vksm. pad. es. l. sngr.
pasitraukus 2 pa-si-trauk-us pasitraukti; vksm. pad. būt. k. l. sngr.
pasiunčiant 1 pa-siunč-iant pasiųsti; vksm. pad. es. l.
pasiuntus 1 pa-siunt-us pasiųsti; vksm. pad. būt. k. l.
950
pasižiūrėjus 1 pa-si-žiūr-ėj-us pasižiūrėti; vksm. pad. būt. k. l. sngr.
paskambinus 1 pa-skamb-in-us paskambinti; vksm. pad. būt. k. l.
paskelbiant 1 pa-skelb-iant paskelbti; vksm. pad. es. l.
paskelbus 7 pa-skelb-us paskelbti; vksm. pad. būt. k. l.
paskerdus 2 pa-skerd-us paskersti; vksm. pad. būt. k. l.
paskiepijus 1 pa-skiep-ij-us paskiepyti; vksm. pad. būt. k. l.
paskiriant 2 pa-skir-iant paskirti; vksm. pad. es. l.
paskirsčius 1 pa-skir-sč-ius paskirstyti; vksm. pad. būt. k. l.
pasklidus 1 pa-sklid-us pasklisti; vksm. pad. būt. k. l.
paskolinus 1 pa-skol-in-us paskolinti; vksm. pad. būt. k. l.
paspaudus 6 pa-spaud-us paspausti; vksm. pad. būt. k. l.
pastačius 1 pa-stač-ius pastatyti; vksm. pad. būt. k. l.
pastebėjus 4 pa-steb-ėj-us pastebėti; vksm. pad. būt. k. l.
pastirus 1 pa-stir-us pastirti; vksm. pad. būt. k. l.
pastorinus 1 pa-stor-in-us pastorinti; vksm. pad. būt. k. l.
pasvėrus 1 pa-svėr-us pasverti; vksm. pad. būt. k. l.
pašalinus 2 pa-šal-in-us pašalinti; vksm. pad. būt. k. l.
pašvietus 1 pa-šviet-us pašviesti; vksm. pad. būt. k. l.
patalpinus 1 pa-talp-in-us patalpinti; vksm. pad. būt. k. l.
patamsėjus 2 pa-tam-s-ėj-us patamsėti; vksm. pad. būt. k. l.
pateikiant 1 pa-teik-iant pateikti; vksm. pad. es. l.
pateikus 1 pa-teik-us pateikti; vksm. pad. būt. k. l.
patenkinus 4 pa-tenk-in-us patenkinti; vksm. pad. būt. k. l.
patepus 1 pa-tep-us patepti; vksm. pad. būt. k. l.
patikrinus 1 pa-tikr-in-us patikrinti; vksm. pad. būt. k. l.
patikslinant 1 pa-tiksl-in-ant patikslinti; vksm. pad. es. l.
patyrus 2 pa-tyr-us patirti; vksm. pad. būt. k. l.
patobulinus 3 pa-tobul-in-us patobulinti; vksm. pad. būt. k. l.
patraukus 1 pa-trauk-us patraukti; vksm. pad. būt. k. l.
patrynus 1 pa-tryn-us patrinti; vksm. pad. būt. k. l.
pavadinus 1 pa-vad-in-us pavadinti; vksm. pad. būt. k. l.
pavaizduojant 1 pa-vaizd-uoj-ant pavaizduoti; vksm. pad. es. l.
pavalgius 3 pa-valg-ius pavalgyti; vksm. pad. būt. k. l.
pavargus 1 pa-varg-us pavargti; vksm. pad. būt. k. l.
pažeidžiant 2 pa-žeidž-iant pažeisti; vksm. pad. es. l.
pažemėjus 1 pa-žem-ėj-us pažemėti; vksm. pad. būt. k. l.
pažymėjus 1 pa-žym-ėj-us pažymėti; vksm. pad. būt. k. l.
pažymint 2 pa-žym-int pažymėti; vksm. pad. es. l.
pažvelgus 3 pa-žvelg-us pažvelgti; vksm. pad. būt. k. l.
peraugus 1 per-aug-us peraugti; vksm. pad. būt. k. l.
perdardėjus 1 per-dard-ėj-us perdardėti; vksm. pad. būt. k. l.
perdavus 2 per-dav-us perduoti; vksm. pad. but. k. l.
951
perderinus 1 per-der-in-us perderinti; vksm. pad. būt. k. l.
perdirbant 1 per-dirb-ant perdirbti; vksm. pad. es. l.
perduodant 1 per-duod-ant perduoti; vksm. pad. es. l.
pereinant 6 per-ein-ant pereiti; vksm. pad. es. l.
perėmus 1 per-ėm-us perimti; vksm. pad. būt. k. l.
performinant 1 per-form-in-ant performinti; vksm. pad. es. l.
perfrazuojant 1 per-fraz-uoj-ant perfrazuoti; vksm. pad. es. l.
perjungiant 1 per-jung-iant perjungti; vksm. pad. es. l.
perkaitus 1 per-kait-us perkaisti; vksm. pad. būt. k. l.
perkant 2 perk-ant pirkti; vksm. pad. es. l.
perkeliant 3 per-kel-iant perkelti; vksm. pad. es. l.
perkėlus 2 per-kėl-us perkelti; vksm. pad. būt. k. l.
permirkus 1 per-mirk-us permirkti; vksm. pad. būt. k. l.
perpjovus 1 per-pjov-us perpjauti; vksm. pad. būt. k. l.
perrašius 1 per-raš-ius perrašyti; vksm. pad. būt. k. l.
persėjant 1 per-sėj-ant persėti; vksm. pad. es. l.
persigalvojus 1 per-si-galv-oj-us persigalvoti; vksm. pad. būt. k. l. sngr.
persiliejant 1 per-si-liej-ant persilieti; vksm. pad. es. l. sngr.
persiorientuojant 1 per-si-orient-uoj-ant persiorientuoti; vksm. pad. es. l. sngr.
persirgus 1 per-sirg-us persirgti; vksm. pad. būt. k. l.
persiuntus 1 per-siunt-us persiųsti; vksm. pad. būt. k. l.
perskaičius 1 per-skaič-ius perskaityti; vksm. pad. būt. k. l.
pertvarkant 3 per-tvark-ant pertvarkyti; vksm. pad. es. l.
pervedant 1 per-ved-ant pervesti; vksm. pad. es. l.
pervežant 1 per-vež-ant pervežti; vksm. pad. es. l.
pilant 1 pil-ant pilti; vksm. pad. es. l.
pirmininkaujant 1 pirm-inink-auj-ant pirmininkauti; vksm. pad. es. l.
pjaunant 1 pjaun-ant pjauti; vksm. pad. es. l.
planuojant 3 plan-uoj-ant planuoti; vksm. pad. es. l.
plečiantis 2 pleč-iant-is plėsti; vksm. pad. es. l. sngr.
plėtojant 2 plėt-oj-ant plėtoti; vksm. pad. es. l.
plintant 2 plint-ant plisti; vksm. pad. es. l.
plombuojant 2 plomb-uoj-ant plombuoti; vksm. pad. es. l.
poilsiaujant 1 po-ils-iauj-ant poilsiauti; vksm. pad. es. l.
populiarėjant 1 populiar-ėj-ant populiarėti; vksm. pad. es. l.
praaušus 1 pra-auš-us praaušti; vksm. pad. būt. k. l.
prabilus 1 pra-bil-us prabilti; vksm. pad. būt. k. l.
pradedant 13 pra-ded-ant pradėti; vksm. pad. es. l.
pradėjus 12 pra-dėj-us pradėti; vksm. pad. būt. k. l.
pradūrus 1 pra-dūr-us pradurti; vksm. pad. būt. k. l.
praėjus 17 pra-ėj-us praeiti; vksm. pad. būt. k. l.
pragydus 2 pra-gyd-us pragysti; vksm. pad. būt. k. l.
952
prakalbus 1 pra-kalb-us prakalbti; vksm. pad. būt. k. l.
praktikuojant 1 praktik-uoj-ant praktikuoti; vksm. pad. es. l.
pralenkus 1 pra-lenk-us pralenkti; vksm. pad. būt. k. l.
pranešus 1 pra-neš-us pranešti; vksm. pad. būt. k. l.
praplėtus 1 pra-plėt-us praplėsti; vksm. pad. būt. k. l.
praradus 3 pra-rad-us prarasti; vksm. pad. būt. k. l.
prarandant 2 pra-rand-ant prarasti; vksm. pad. es. l.
prasidėjus 10 pra-si-dėj-us prasidėti; vksm. pad. būt. k. l. sngr.
prasitarus 1 pra-si-tar-us prasitarti; vksm. pad. būt. k. l. sngr.
praslinkus 2 pra-slink-us praslinkti; vksm. pad. būt. k. l.
prašnekus 1 pra-šnek-us prašnekti; vksm. pad. būt. k. l.
prašvitus 1 pra-švit-us prašvisti; vksm. pad. būt. k. l.
pratęsiant 1 pra-tęs-iant pratęsti; vksm. pad. es. l.; vksm. pad. būs. l.
pratęsus 1 pra-tęs-us pratęsti; vksm. pad. būt. k. l.
praūžus 1 pra-ūž-us praūžti; vksm. pad. būt. k. l.
pravažiavus 1 pra-važ-iav-us pravažiuoti; vksm. pad. būt. k. l.
pražystant 1 pra-žyst-ant pražysti; vksm. pad. es. l.
prekiaujant 1 prek-iauj-ant prekiauti; vksm. pad. es. l.
pridedant 3 pri-ded-ant pridėti; vksm. pad. es. l.
pridėjus 4 pri-dėj-us pridėti; vksm. pad. būt. k. l.
priėdus 1 pri-ėd-us priėsti; vksm. pad. būt. k. l.
prieinant 1 pri-ein-ant prieiti; vksm. pad. es. l.
priėjus 1 pri-ėj-us prieiti; vksm. pad. būt. k. l.
priėmus 10 pri-ėm-us priimti; vksm. pad. būt. k. l.
priešinantis 1 prieš-in-ant-is priešinti; vksm. pad. es. l. sngr.
prieštaraujant 2 prieš-tar-auj-ant prieštarauti; vksm. pad. es. l.
prigesus 1 pri-ges-us prigesti; vksm. pad. būt. k. l.
prigužėjus 1 pri-guž-ėj-us prigužėti; vksm. pad. būt. k. l.
priimant 15 pri-im-ant priimti; vksm. pad. es. l.
prijungiant 1 pri-jung-iant prijungti; vksm. pad. es. l.
prijunkus 1 pri-junk-us prijunkti; vksm. pad. būt. k. l.
prikišus 1 pri-kiš-us prikišti; vksm. pad. būt. k. l.
prileidus 2 pri-leid-us prileisti; vksm. pad. būt. k. l.
pripažinus 1 pri-paž-in-us pripažinti; vksm. pad. būt. k. l.
pripažįstant 2 pri-pa-žįst-ant pripažinti; vksm. pad. es. l.
pripylus 1 pri-pyl-us pripilti; vksm. pad. būt. k. l.
pripratus 2 pri-prat-us priprasti; vksm. pad. būt. k. l.
prireikus 17 pri-reik-us prireikti; vksm. pad. būt. k. l.
prisidengus 1 pri-si-deng-us prisidengti; vksm. pad. būt. k. l. sngr.
prisijungiant 1 pri-si-jung-iant prisijungti; vksm. pad. es. l. sngr.
prisimenant 2 pri-si-men-ant prisiminti; vksm. pad. es. l. sngr.
prisiminus 1 pri-si-min-us prisiminti; vksm. pad. būt. k. l. sngr.
953
prisispaudus 1 pri-si-spaud-us prisispausti; vksm. pad. būt. k. l. sngr.
prisistatant 1 pri-si-stat-ant prisistatyti; vksm. pad. es. l. sngr.
prisitaikant 1 pri-si-taik-ant prisitaikyti; vksm. pad. es. l. sngr.
prispaudus 1 pri-spaud-us prispausti; vksm. pad. būt. k. l.
prispyrus 1 pri-spyr-us prispirti; vksm. pad. būt. k. l.
pritaikant 1 pri-taik-ant pritaikyti; vksm. pad. es. l.
pritaikius 6 pri-taik-ius pritaikyti; vksm. pad. būt. k. l.
pritaisius 1 pri-tais-ius pritaisyti; vksm. pad. būt. k. l.
pritarus 2 pri-tar-us pritarti; vksm. pad. būt. k. l.
pritrūkus 3 pri-trūk-us pritrūkti; vksm. pad. būt. k. l.
privatizavus 1 privat-iz-av-us privatizuoti; vksm. pad. būt. k. l.
privatizuojant 1 privat-iz-uoj-ant privatizuoti; vksm. pad. es. l.
priverčiant 1 pri-verč-iant priversti; vksm. pad. es. l.
privirinus 1 pri-vir-in-us privirinti; vksm. pad. būt. k. l.
prižiūrint 1 pri-žiūr-int prižiūrėti; vksm. pad. es. l.
prognozuojant 6 prognoz-uoj-ant prognozuoti; vksm. pad. es. l.
progresuojant 1 progres-uoj-ant progresuoti; vksm. pad. es. l.
projektuojant 23 projekt-uoj-ant projektuoti; vksm. pad. es. l.
pučiant 1 puč-iant pūsti; vksm. pad. es. l.
puoselėjant 1 puos-elėj-ant puoselėti; vksm. pad. es. l.
pūstelėjus 1 pūs-telėj-us pūstelėti; vksm. pad. būt. k. l.
racionalizuojant 1 racional-iz-uoj-ant racionalizuoti; vksm. pad. es. l.
raginant 1 rag-in-ant raginti; vksm. pad. es. l.
rašant 5 raš-ant rašyti; vksm. pad. es. l.
rašius 2 raš-ius rašyti; vksm. pad. būt. k. l.
realizavus 2 real-iz-av-us realizuoti; vksm. pad. būt. k. l.
realizuojant 2 real-iz-uoj-ant realizuoti; vksm. pad. es. l.
reformuojant 1 reform-uoj-ant reformuoti; vksm. pad. es. l.
reikalaujant 3 reik-al-auj-ant reikalauti; vksm. pad. es. l.
reikiant 1 reik-iant reikti; vksm. pad. es. l. / reikėti; vksm. pad. es. l.
rėkiant 1 rėk-iant rėkti; vksm. pad. es. l.
rekomendavus 2 rekomend-av-us rekomenduoti; vksm. pad. būt. k. l.
rekomenduojant 1 rekomend-uoj-ant rekomenduoti; vksm. pad. es. l.
rekonstravus 1 re-konstr-av-us rekonstruoti; vksm. pad. būt. k. l.
rekonstruojant 2 re-konstr-uoj-ant rekonstruoti; vksm. pad. es. l.
remiant 3 rem-iant remti; vksm. pad. es. l.
remiantis 25 rem-iant-is remti; vksm. pad. es. l. sngr.
remontuojant 1 remont-uoj-ant remontuoti; vksm. pad. es. l.
renčiant 1 renč-iant ręsti; vksm. pad. es. l.
rengiant 6 reng-iant rengti; vksm. pad. es. l.
rengiantis 3 reng-iant-is rengti; vksm. pad. es. l. sngr.
renkant 4 renk-ant rinkti; vksm. pad. es. l.
954
renkantis 1 renk-ant-is rinkti; vksm. pad. es. l. sngr.
reorganizuojant 1 re-organiz-uoj-ant reorganizuoti; vksm. pad. es. l.
ribojant 1 rib-oj-ant riboti; vksm. pad. es. l.
rišant 1 riš-ant rišti; vksm. pad. es. l.
rodant 1 rod-ant rodyti; vksm. pad. es. l.
ruošiant 2 ruoš-iant ruošti; vksm. pad. es. l.; vksm. pad. būs. l.
ruošiantis 1 ruoš-iant-is ruošti; vksm. pad. es. l. sngr.
rūpinantis 1 rūp-in-ant-is rūpinti; vksm. pad. es. l. sngr.
rūšiuojant 1 rūš-iuoj-ant rūšiuoti; vksm. pad. es. l.
sakant 9 sak-ant sakyti; vksm. pad. es. l.
samprotaujant 2 sam-prot-auj-ant samprotauti; vksm. pad. es. l.
saugant 2 saug-ant saugoti; vksm. pad. es. l.
saugantis 1 saug-ant-is saugoti; vksm. pad. es. l. sngr.
saugojant 1 saug-oj-ant saugoti; vksm. pad. es. l.
sergant 14 serg-ant sirgti; vksm. pad. es. l.
siaučiant 1 siauč-iant siausti; vksm. pad. es. l.
siekiant 51 siek-iant siekti; vksm. pad. es. l.
sijojant 1 sij-oj-ant sijoti; vksm. pad. es. l.
sinchronizuojant 1 sinchron-iz-uoj-ant sinchronizuoti; vksm. pad. es. l.
sirgus 1 sirg-us sirgti; vksm. pad. būt. k. l.
siūlant 1 siūl-ant siūlyti; vksm. pad. es. l.
skaičiuojant 6 skaič-iuoj-ant skaičiuoti; vksm. pad. es. l.
skaitant 3 skait-ant skaityti; vksm. pad. es. l.
skatinant 1 skat-in-ant skatinti; vksm. pad. es. l.
skelbiant 2 skelb-iant skelbti; vksm. pad. es. l.
skiriant 4 skir-iant skirti; vksm. pad. es. l.
